index	image_path	question	answer	category	split	dataset	scene	sample_id	start_frame	end_frame	sample_fps	frame_dir
32	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000044.jpg	What is the  texture of the corridor's ceiling?	The texture of the corridor's ceiling seems smooth from what’s visible in the image.	Object Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/32	42	44	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
33	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000058.jpg	What architectural feature is present at the entrance of the building?	The architectural feature present at the entrance of the building is an arched doorway.	Object Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/33	56	58	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
34	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000072.jpg	What architectural element is featured below the illuminated rectangular windows on the building?	Below the illuminated rectangular windows on the building, there is an arched doorway.	Object Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/34	70	72	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
35	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000086.jpg	What architectural feature is prominently used in the building's entryway?	The building's entryway prominently features an arched entrance.	Object Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/35	84	86	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
36	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000100.jpg	What type of ceiling is featured in the Gothic-style archway?	The ceiling in the Gothic-style archway features a ribbed vault design.	Object Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/36	98	100	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
37	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000002.jpg	What color is the light emitted by the streetlamp?	The streetlamp emits an orange light.	Light Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/37	0	2	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
38	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000016.jpg	What are the two distinct light color temperatures visible in the nighttime urban scene?	The two distinct light color temperatures are warm orange from the streetlights and cool white from the building windows.	Light Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/38	14	16	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
39	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000030.jpg	What hue does the streetlamp cast on the cobblestone pavement?	The streetlamp casts a warm orange hue on the cobblestone pavement.	Light Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/39	28	30	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
40	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000044.jpg	How many windows are lit in the building at the end of the passageway?	There are 9 lit windows in the building at the end of the passageway.	Light Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/40	42	44	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
41	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000058.jpg	What is the color tone of the light coming from the windows?	The windows emit a neutral-cool yellowish light.	Light Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/41	56	58	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
42	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000100.jpg	What is the predominant color of the ambient artificial lighting in the corridor?	The predominant color of the ambient lighting in the corridor is warm yellow.	Light Recognition	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/42	98	100	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
43	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Are there moments when the lighting outside the building dims significantly as I move toward it?	Yes, there are moments when the outdoor lighting appears dimmer as you move closer.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/43	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
44	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	When entering the passageway, does the lighting from the wall-mounted lamps become more prominent?	Yes, the wall-mounted lamps become the primary visible light source in the passageway.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/44	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
45	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Did the light change as I transitioned from the courtyard to the passageway?	Yes, the light shifted from broader, softer illumination in the courtyard to more focused, sparse lighting in the passageway.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/45	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
46	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Inside the foyer, did any additional light sources create a brightening effect as I entered?	Yes, the foyer had multiple artificial lights that brightened the space as you entered.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/46	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
47	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Are there noticeable changes in light intensity as I move to the foyer?	Yes, the foyer is significantly brighter, creating a clear change in light intensity.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/47	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
48	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Was there a point when the street lamps on the building's exterior stopped providing light?	No, the street lamps on the building's exterior continued to provide light throughout.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/48	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
49	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	As I moved indoors, did the lighting shift from warm to a more neutral tone?	Yes, the lighting shifted from warm tones outside to a more neutral indoor lighting tone.	Light Change	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/49	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
50	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Did you notice any moving objects during the whole video?	Yes, there was a person, headed towards the lit passageway towards the end of the video.	Dynamic	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/50	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
51	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Where was the person headed to?	The person was walking from the courtyard into the lit arched passageway that is leading to the building’s exit.	Dynamic	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/51	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
52	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Through which frames can you see the walking person?	You can see the person from frame 91 to frame 100.	Dynamic Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/52	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
53	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Are there any moving cars passing by me during the whole video?	No, there are no moving cars.	Dynamic Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/53	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
54	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	How many windows appear lit in the main building throughout the video?	There are 43 lit windows in the main building.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/54	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
55	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Across the entire video, how many street lamps can you count?	There are 4 street lamps visible.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/55	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
56	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	How many large doors are visible throughout the video?	There are 3 large doors visible.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/56	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
57	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	What is the total number of buildings visible in the video?	A total of 3 buildings are visible.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/57	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
58	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Count the number of steps leading up to the entrance shown in the video.	There are 3 steps leading up to the entrance.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/58	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
59	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	How many distinct pathways or pavements can you identify in the video?	There are 1 distinct pathway or pavements.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/59	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
60	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Throughout the video, how many different rooms with lit windows can you see?	You can see 9 different rooms with lit windows.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/60	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
61	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	How many arches are visible throughout the entire video?	There are 5 arches visible.	Counting	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/61	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
62	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Which pathways in the courtyard did you choose to explore?	I followed the cobblestone path leading to the arched entrance and central to the courtyard's layout.	Action	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/62	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
63	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	When you reached the large wooden doors, did you notice any inscriptions or details of interest?	The doors were quite impressive, with intricate carvings and a heavy, traditional design that suggested historical significance.	Action	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/63	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
64	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night/frame_000053.jpg	Can you describe the atmosphere as you walked through the passageway leading to the courtyard?	The passageway felt enclosed yet welcoming, with a vaulted ceiling adding a sense of grandeur and continuity from the entrance to the courtyard.	Action	night	oxford	bodleian_library_video1	oxford/bodleian_library_video1/64	0	104	1	/data/Night_Ego_Dataset/EgoNight/EgoNight_Oxford/bodleian_library_video1/extracted_frames/Night
